,x,y,z,layer,region,type
328,3773.9723701921466,-1180.562833014761,-2690.6932640928676,L5,S1FL,LineSource
329,3798.0673701921464,-1186.601833014761,-2659.340264092868,L5,S1FL,LineSource
330,3822.1613701921465,-1192.640833014761,-2627.9882640928677,L5,S1FL,LineSource
331,3846.2563701921463,-1198.679833014761,-2596.636264092868,L5,S1FL,LineSource
332,3870.3513701921465,-1204.718833014761,-2565.2832640928677,L5,S1FL,LineSource
333,3894.4463701921463,-1210.756833014761,-2533.931264092868,L5,S1FL,LineSource
334,3918.5403701921464,-1216.795833014761,-2502.578264092868,L5,S1FL,LineSource
335,3942.6353701921466,-1222.834833014761,-2471.226264092868,L5,S1FL,LineSource
336,3966.7303701921464,-1228.873833014761,-2439.8742640928676,L5,S1FL,LineSource
337,3990.8253701921467,-1234.912833014761,-2408.5212640928676,L5,S1FL,LineSource
338,4014.9193701921463,-1240.951833014761,-2377.1692640928677,L5,S1FL,LineSource
339,4039.0143701921465,-1246.990833014761,-2345.817264092868,L5,S1FL,LineSource
340,4063.1093701921463,-1253.029833014761,-2314.464264092868,L5,S1FL,LineSource
341,4087.2043701921466,-1259.068833014761,-2283.112264092868,L4,S1FL,LineSource
342,4111.298370192147,-1265.107833014761,-2251.759264092868,L4,S1FL,LineSource
343,4135.393370192147,-1271.146833014761,-2220.407264092868,L4,S1FL,LineSource
344,4159.488370192146,-1277.1858330147609,-2189.0552640928677,L4,S1FL,LineSource
345,4183.5833701921465,-1283.2248330147609,-2157.7022640928676,L3,S1FL,LineSource
346,4207.677370192147,-1289.2628330147609,-2126.3502640928677,L3,S1FL,LineSource
347,4231.772370192147,-1295.3018330147609,-2094.9972640928677,L3,S1FL,LineSource
348,4255.867370192146,-1301.3408330147608,-2063.645264092868,L3,S1FL,LineSource
349,4279.962370192146,-1307.379833014761,-2032.2932640928677,L3,S1FL,LineSource
350,4304.057370192147,-1313.418833014761,-2000.940264092868,L3,S1FL,LineSource
351,4328.152370192147,-1319.457833014761,-1969.5882640928678,L3,S1FL,LineSource
352,4352.247370192146,-1325.496833014761,-1938.2352640928677,L3,S1FL,LineSource
353,4376.341370192146,-1331.535833014761,-1906.8832640928676,L3,S1FL,LineSource
354,4400.436370192147,-1337.574833014761,-1875.5312640928678,L2,S1FL,LineSource
355,4424.531370192147,-1343.613833014761,-1844.1782640928677,L2,S1FL,LineSource
356,4448.626370192146,-1349.652833014761,-1812.8262640928679,L2,S1FL,LineSource
357,4472.720370192146,-1355.691833014761,-1781.4732640928678,L2,S1FL,LineSource
358,4496.8153701921465,-1361.730833014761,-1750.1212640928677,L1,S1FL,LineSource
359,4520.910370192147,-1367.769833014761,-1718.7692640928676,L1,S1FL,LineSource
360,4545.005370192146,-1373.808833014761,-1687.4162640928678,L1,S1FL,LineSource
361,4569.099370192146,-1379.847833014761,-1656.0642640928677,L1,S1FL,LineSource
362,4593.194370192146,-1385.886833014761,-1624.7112640928676,Outside,Outside,LineSource
363,4617.289370192147,-1391.924833014761,-1593.3592640928678,Outside,Outside,LineSource
364,4641.384370192147,-1397.963833014761,-1562.007264092868,Outside,Outside,LineSource
365,4665.478370192146,-1404.0028330147609,-1530.6542640928678,Outside,Outside,LineSource
366,4689.573370192146,-1410.0418330147609,-1499.3022640928677,Outside,Outside,LineSource
367,4713.6683701921465,-1416.0808330147609,-1467.949264092868,Outside,Outside,LineSource
368,4737.763370192147,-1422.1198330147608,-1436.5972640928678,Outside,Outside,LineSource
369,4761.857370192147,-1428.158833014761,-1405.2452640928677,Outside,Outside,LineSource
370,4785.952370192146,-1434.197833014761,-1373.8922640928677,Outside,Outside,LineSource
371,4810.047370192146,-1440.236833014761,-1342.5402640928678,Outside,Outside,LineSource
372,4834.142370192147,-1446.275833014761,-1311.1872640928677,Outside,Outside,LineSource
373,4858.237370192146,-1452.314833014761,-1279.8352640928676,Outside,Outside,LineSource
374,4882.331370192146,-1458.353833014761,-1248.4832640928678,Outside,Outside,LineSource
375,4906.426370192146,-1464.392833014761,-1217.1302640928677,Outside,Outside,LineSource
376,4930.521370192147,-1470.430833014761,-1185.7782640928679,Outside,Outside,LineSource
377,4954.616370192147,-1476.469833014761,-1154.4262640928678,Outside,Outside,LineSource
378,4978.711370192146,-1482.509833014761,-1123.0732640928677,Outside,Outside,LineSource
379,5002.8063701921465,-1488.547833014761,-1091.7212640928678,Outside,Outside,LineSource
380,5026.901370192147,-1494.586833014761,-1060.3682640928678,Outside,Outside,LineSource
381,5050.995370192147,-1500.625833014761,-1029.0162640928677,Outside,Outside,LineSource
382,5075.090370192147,-1506.664833014761,-997.6642640928678,Outside,Outside,LineSource
383,5099.185370192146,-1512.703833014761,-966.3112640928678,Outside,Outside,LineSource
